timestamp,open,high,low,close,volume
1704067200000.0,45000.0,45424.723212932084,43392.069378961125,43756.06981524445,4123.113762154475
1704070800000.0,43756.06981524445,43756.89868711699,41849.12569709789,42168.07228785327,1117.6623496041411
1704074400000.0,42168.07228785327,44635.959105138856,41948.71359079532,44195.63751254277,1851.231481854843
1704078000000.0,44195.63751254277,45576.85629237222,43933.33236072211,45323.55712949684,1953.218038763723
1704081600000.0,45323.55712949684,45959.036725012484,44956.84920764739,45151.73456511278,2530.053483142101
1704085200000.0,45151.73456511278,45786.970239742404,44862.45080935176,45764.622887233185,6398.796693226634
1704088800000.0,45764.622887233185,47438.77752477807,45207.27235997053,47106.453527182275,1846.5486809568117
1704092400000.0,47106.453527182275,47493.27131842544,45147.831189186494,45164.06597217755,4722.540190350187
1704096000000.0,45164.06597217755,46301.38967116431,44976.99978713667,45781.254618911276,4134.9176987037345
1704099600000.0,45781.254618911276,46013.02505285563,44473.27687978515,44763.63376796084,1399.9061487791084
1704103200000.0,44763.63376796084,45832.26951525401,44694.67503578924,45607.15671710618,6523.201652948415
1704106800000.0,45607.15671710618,45844.621896453296,43969.65231247794,44533.03648808121,2151.3568656868715
1704110400000.0,44533.03648808121,46600.01912116847,44004.29773238049,46470.79882425501,1780.218002647251
1704114000000.0,46470.79882425501,46523.30024061847,45444.085713937275,46083.5449788187,1248.1722563901349
1704117600000.0,46083.5449788187,46847.675967494884,45759.34161464183,46628.9658148916,4213.458180323862
1704121200000.0,46628.9658148916,46957.640590913536,45362.78581588397,45494.20317358556,1674.1826146598466
1704124800000.0,45494.20317358556,47756.17860597716,45045.348920310236,47137.82213386152,2511.8904483740707
1704128400000.0,47137.82213386152,47516.74254427472,44853.13261572113,45200.579740795445,1093.0520350381626
1704132000000.0,45200.579740795445,47683.89649998678,45052.732138225314,46882.61037805128,2932.4276467773425
1704135600000.0,46882.61037805128,47517.14874086508,45897.84682528482,46163.84590549696,6117.611773150521
1704139200000.0,46163.84590549696,46944.836064081035,46030.319765193955,46876.12768559606,2195.1230649129025
