timestamp,open,high,low,close,volume
1704067200000.0,2800.0,2821.2192524838356,2758.34865816786,2811.601306557203,2669.9100592989
1704070800000.0,2811.601306557203,2859.5033994084047,2741.871228013781,2748.2644668275816,4265.549441933794
1704074400000.0,2748.2644668275816,2871.52498361869,2701.234109313501,2844.2087036094986,1304.9310567692833
1704078000000.0,2844.2087036094986,2895.305503894439,2797.693700545401,2837.0910540398377,1003.3431849763422
1704081600000.0,2837.0910540398377,2873.168706997461,2816.5392547911692,2819.6282644360354,1240.8479576956277
1704085200000.0,2819.6282644360354,2882.164259241218,2681.0497510942773,2762.1484247495573,1976.4183308235386
1704088800000.0,2762.1484247495573,2870.7489263518337,2741.112062776399,2855.817685420824,1337.3218809124694
1704092400000.0,2855.817685420824,2881.4334552470004,2759.3967966477244,2768.3167589695568,5292.723439342611
1704096000000.0,2768.3167589695568,2800.134711556712,2739.795643411528,2752.852720845706,1439.0114409177809
1704099600000.0,2752.852720845706,2825.226012562269,2747.856388887789,2784.364843704155,1379.806115902471
1704103200000.0,2784.364843704155,2850.947454151332,2720.2003446093377,2844.5619650297103,1350.353651724673
1704106800000.0,2844.5619650297103,2913.279291882654,2843.6405186275274,2900.1915968324606,9290.08550103976
1704110400000.0,2900.1915968324606,2923.8704433462544,2760.5885818440975,2813.13375589527,2326.854980479036
1704114000000.0,2813.13375589527,2847.968107823694,2677.227613784094,2708.0600887075866,9612.944465728586
1704117600000.0,2708.0600887075866,2797.0836437423477,2699.138518576964,2782.7183554841954,2099.9128673745467
1704121200000.0,2782.7183554841954,2980.4657885915894,2776.662838754029,2969.1528419089386,1120.3414574446133
1704124800000.0,2969.1528419089386,3005.0303362987283,2823.752536480255,2831.080265701638,1551.1740628890207
1704128400000.0,2831.080265701638,2978.1284804534216,2802.3453863641366,2918.893042355308,5466.350898414912
1704132000000.0,2918.893042355308,2948.3931718745876,2848.441499595751,2873.726111563708,2142.382264538914
1704135600000.0,2873.726111563708,2908.3616057581953,2861.8590166806953,2889.0861201213706,1180.0408774578223
1704139200000.0,2889.0861201213706,2894.756384863252,2822.6965114251634,2831.241180269631,4339.232114683705
1704142800000.0,2831.241180269631,2913.7029344565303,2809.110653030252,2893.3322654626136,1881.4406858619059
1704146400000.0,2893.3322654626136,2926.069666537453,2835.0175459322527,2855.440754804545,2014.9066597917629
1704150000000.0,2855.440754804545,3002.0298589149725,2820.859184630002,2963.1745500016455,5663.929661683303
1704153600000.0,2963.1745500016455,2974.980178143746,2867.1616759696108,2882.5323797811316,3299.174165629679
1704157200000.0,2882.5323797811316,2919.7134254331067,2805.1751166286044,2820.041464689123,3046.7862682653763
1704160800000.0,2820.041464689123,2974.9809172550526,2777.5628427796196,2927.921633809328,2145.4098079326627
1704164400000.0,2927.921633809328,3005.6019260575904,2921.094601625369,2953.911315459107,4468.336032116095
1704168000000.0,2953.911315459107,2959.1019634543204,2919.0046965538454,2919.2411202159783,5023.180059954498
1704171600000.0,2919.2411202159783,2940.566341001143,2856.2563032558396,2889.273747637254,7966.606424609652
1704175200000.0,2889.273747637254,2959.3091479232025,2865.376241143623,2954.460913360358,2524.6210691004317
1704178800000.0,2954.460913360358,2967.2453225987238,2934.2988758772176,2945.005520818494,1659.643704118212
1704182400000.0,2945.005520818494,3033.492884958843,2932.6937577695358,3002.7847386824415,1195.6990263349137
1704186000000.0,3002.7847386824415,3004.253142712673,2981.11071676174,2987.7279745175347,2191.0567289381192
1704189600000.0,2987.7279745175347,3025.800333523519,2953.717930183551,2962.5936577726043,3055.6927754612434
1704193200000.0,2962.5936577726043,3009.489294311928,2852.907634689543,2885.3840439753603,2283.908220785345
1704196800000.0,2885.3840439753603,3024.108378185366,2837.905703486006,2979.6636935932816,1622.2777406674952
1704200400000.0,2979.6636935932816,3043.236327486246,2903.183445523128,2917.177585602321,2302.994340732008
1704204000000.0,2917.177585602321,2963.481902969251,2882.0912148297925,2882.291319136578,1806.777622932741
1704207600000.0,2882.291319136578,3042.362222052318,2877.498102279872,2997.7959470892733,1821.9517554613906
1704211200000.0,2997.7959470892733,3017.983126873536,2889.419011898185,2896.270097654134,1789.5221459511822
1704214800000.0,2896.270097654134,2960.339582116387,2881.352465000992,2949.3106070620115,2577.7589464296284
1704218400000.0,2949.3106070620115,2951.3316307182367,2934.053795409086,2944.3241599220237,1388.9676417695068
